Workload_smpnum,Workload_reqnum,AI_model,Workload_num_users,Workload_requests,Target_latency_ms,records,NonAI_n_gpus,NonAI_gpu_type,Target_experiment_duration_s,Workload_n_input_tokens,Workload_n_output_tokens,Target_latency_ms_per_token,Target_timestamps_per_token,NonAI_gpu,AI_model_is_flash_attention,AI_model_n_parameters,AI_model_is_encoder_decoder,AI_model_type,AI_model_n_positions,AI_model_n_heads,AI_model_n_layers,AI_model_relative_attention_max_distance,AI_model_relative_attention_n_buckets,AI_model_torch_dtype,AI_model_vocabulary_size,NonAI_gpu_architecture,NonAI_gpu_n_tensor_cores,NonAI_gpu_n_rt_cores,NonAI_gpu_n_cuda_cores,NonAI_gpu_n_sms,NonAI_gpu_n_rops,NonAI_gpu_n_tmus,NonAI_gpu_tflops_cuda_mixed,NonAI_gpu_tflops_cuda_fp32,NonAI_gpu_tflops_cuda_fp64,NonAI_gpu_tflops_tc_bf16,NonAI_gpu_tflops_tc_fp16,NonAI_gpu_tflops_tc_fp32,NonAI_gpu_tflops_tc_tf32,NonAI_gpu_tflops_tc_fp64,NonAI_gpu_memory_capacity_gb,NonAI_gpu_memory_bandwidth,NonAI_gpu_system_interface_gen,NonAI_gpu_compute_capability,NonAI_gpu_is_sxm,NonAI_gpu_is_nvlink,NonAI_gpu_n_gpus,NonAI_gpu_memory_capacity_gb_total,Workload_sequence_length,Target_throughput_tokens_per_sec,Target_ITL,Target_TTFL
652,43,bigcode/starcoder,32,1,667.0,1.0,2,A10,120,14.0,1.0,44.46666370222242,"[1697030784694, 1697030785355]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,15.0,22.488721905964155,1.9772871891462351,666.9993330006671
409,26,bigcode/starcoder,64,1,5848.0,1.0,2,A10,120,109.0,30.0,42.07194214336732,"[1697030929805, 1697030930745, 1697030930841, 1697030930927, 1697030931017, 1697030931103, 1697030931191, 1697030931276, 1697030931359, 1697030931939, 1697030932027, 1697030932114, 1697030932199, 1697030932284, 1697030932365, 1697030933213, 1697030933297, 1697030933381, 1697030933463, 1697030933545, 1697030933627, 1697030934445, 1697030934526, 1697030934606, 1697030934686, 1697030934764, 1697030934847, 1697030935389, 1697030935472, 1697030935553, 1697030935640]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,139.0,23.76880578508793,1.770048556655457,194.93332683555576
278,8,bigcode/starcoder,128,1,2649.0,1.0,2,A10,120,13.0,1.0,189.21427219898055,"[1697031091668, 1697031094294]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,14.0,5.285011217436309,35.802050102121804,2648.9973510026493
32,8,bigcode/starcoder,128,1,2891.0,1.0,2,A10,120,140.0,6.0,19.80136972738788,"[1697031068277, 1697031070546, 1697031070678, 1697031070809, 1697031070921, 1697031071033, 1697031071140]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,146.0,50.501539086288794,0.3920943736281018,481.8332530277912
563,23,bigcode/starcoder,16,1,1874.0,1.0,2,A10,120,874.0,18.0,2.1008968586312817,"[1697030597424, 1697030597996, 1697030598051, 1697030598105, 1697030598159, 1697030598214, 1697030598273, 1697030598328, 1697030598383, 1697030598438, 1697030598492, 1697030598770, 1697030598825, 1697030598879, 1697030598933, 1697030598988, 1697030599042, 1697030599096, 1697030599284]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,892.0,475.9869391745255,0.0044137699615476,104.1111053271608
116,7,bigcode/starcoder,128,1,2844.0,1.0,2,A10,120,23.0,1.0,118.4999950625002,"[1697031030031, 1697031032861]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,24.0,8.438815598166105,14.04225268839854,2843.9971560028443
153,79,bigcode/starcoder,2,1,297.0,1.0,2,A10,120,335.0,4.0,0.8761061921058815,"[1697030233337, 1697030233498, 1697030233542, 1697030233585, 1697030233628]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,339.0,1141.4102982818242,0.000767564645822,74.24998143750464
671,7,bigcode/starcoder,64,1,1156.0,1.0,2,A10,120,12.0,1.0,88.92307008284077,"[1697030877701, 1697030878839]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,13.0,11.24566501240051,7.907319138305013,1155.9988440011562
483,3,bigcode/starcoder,128,1,9355.0,1.0,2,A10,120,84.0,20.0,89.95192221200075,"[1697030996225, 1697030997819, 1697030997924, 1697030998026, 1697030998131, 1697031000887, 1697031001003, 1697031001119, 1697031001230, 1697031001346, 1697031001460, 1697031002551, 1697031002672, 1697031002783, 1697031002892, 1697031003001, 1697031005196, 1697031005325, 1697031005445, 1697031005572]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,104.0,11.117048517685888,8.091348524525152,467.74997661250114
492,50,bigcode/starcoder,16,1,1549.0,1.0,2,A10,120,47.0,20.0,23.11940264000892,"[1697030646085, 1697030646414, 1697030646469, 1697030646525, 1697030646580, 1697030646634, 1697030646689, 1697030646743, 1697030646797, 1697030646961, 1697030647017, 1697030647071, 1697030647124, 1697030647177, 1697030647230, 1697030647284, 1697030647337, 1697030647515, 1697030647569, 1697030647624]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,67.0,43.2536841486868,0.534507119116782,77.44999612750019
565,38,bigcode/starcoder,64,1,5351.0,1.0,2,A10,120,91.0,20.0,48.20720677290805,"[1697030942873, 1697030944185, 1697030944265, 1697030944342, 1697030944422, 1697030944498, 1697030944577, 1697030945634, 1697030945720, 1697030945805, 1697030945886, 1697030945969, 1697030946055, 1697030946132, 1697030946903, 1697030946980, 1697030947056, 1697030947133, 1697030948125, 1697030948212]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,111.0,20.743782331567495,2.323935128050978,267.5499866225007
707,15,bigcode/starcoder,64,1,814.0,1.0,2,A10,120,8.0,1.0,90.44443439506286,"[1697030897594, 1697030898398]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,9.0,11.056497473590328,8.180205931479973,813.9991860008141
436,6,bigcode/starcoder,128,1,9716.0,1.0,2,A10,120,86.0,20.0,91.66037649377004,"[1697031028020, 1697031030136, 1697031030259, 1697031030379, 1697031030493, 1697031030607, 1697031030719, 1697031032982, 1697031033104, 1697031033225, 1697031033343, 1697031033460, 1697031033572, 1697031035428, 1697031035549, 1697031035669, 1697031035786, 1697031035901, 1697031036013, 1697031037725]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,106.0,10.90983831722537,8.401624792864634,485.7999757100012
389,1,bigcode/starcoder,128,1,1658.0,1.0,2,A10,120,8.0,1.0,184.2222017530887,"[1697030991453, 1697030993040]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,9.0,5.428223505293423,33.937837606650454,1657.998342001658
452,85,bigcode/starcoder,8,1,431.0,1.0,2,A10,120,216.0,4.0,1.9590909001859504,"[1697030541265, 1697030541534, 1697030541591, 1697030541640, 1697030541688]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,220.0,510.439650952086,0.0038380460700765,107.74997306250673
418,10,bigcode/starcoder,32,1,839.0,1.0,2,A10,120,286.0,3.0,2.9031141768058335,"[1697030725677, 1697030726385, 1697030726449, 1697030726511]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,289.0,344.45727716653494,0.0084280819736439,279.6665734444755
584,8,bigcode/starcoder,128,1,1448.0,1.0,2,A10,120,10.0,1.0,131.6363516694226,"[1697031078181, 1697031079616]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,11.0,7.596679836547075,17.328140342046456,1447.9985520014482
448,51,bigcode/starcoder,16,1,1520.0,1.0,2,A10,120,335.0,12.0,4.380403445589615,"[1697030647353, 1697030648081, 1697030648137, 1697030648192, 1697030648246, 1697030648300, 1697030648354, 1697030648407, 1697030648460, 1697030648695, 1697030648750, 1697030648805, 1697030648859]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,347.0,228.28932349386616,0.01918794694102,126.666656111112
634,12,bigcode/starcoder,16,1,765.0,1.0,2,A10,120,13.0,1.0,54.6428532397962,"[1697030619287, 1697030620037]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,14.0,18.30062967237951,2.985845363365903,764.9992350007651
864,31,bigcode/starcoder,32,1,2335.0,1.0,2,A10,120,83.0,20.0,22.669902692525216,"[1697030777429, 1697030778042, 1697030778106, 1697030778170, 1697030778235, 1697030778299, 1697030778360, 1697030778738, 1697030778803, 1697030778868, 1697030778932, 1697030778995, 1697030779060, 1697030779123, 1697030779444, 1697030779509, 1697030779572, 1697030779635, 1697030779697, 1697030779759]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,103.0,44.11133014504062,0.5139247015236349,116.74999416250029
812,29,bigcode/starcoder,64,1,904.0,1.0,2,A10,120,16.0,1.0,53.17646746020779,"[1697030935662, 1697030936549]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,17.0,18.805288932202508,2.827739835542098,903.999096000904
546,44,bigcode/starcoder,1,1,796.0,1.0,2,A10,120,93.0,20.0,7.044247725272144,"[1697030041785, 1697030041885, 1697030041922, 1697030041960, 1697030041997, 1697030042035, 1697030042072, 1697030042110, 1697030042147, 1697030042185, 1697030042222, 1697030042260, 1697030042297, 1697030042335, 1697030042379, 1697030042416, 1697030042454, 1697030042492, 1697030042529, 1697030042567]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,113.0,141.9596206537429,0.0496214884430583,39.799998010000095
60,24,bigcode/starcoder,8,1,2256.0,1.0,2,A10,120,93.0,36.0,17.488371957454483,"[1697030454564, 1697030454756, 1697030454806, 1697030454853, 1697030454899, 1697030454946, 1697030454993, 1697030455113, 1697030455160, 1697030455207, 1697030455254, 1697030455301, 1697030455348, 1697030455460, 1697030455507, 1697030455554, 1697030455600, 1697030455647, 1697030455694, 1697030455805, 1697030455852, 1697030455899, 1697030455946, 1697030455993, 1697030456039, 1697030456197, 1697030456244, 1697030456291, 1697030456338, 1697030456521, 1697030456569, 1697030456616, 1697030456664, 1697030456712, 1697030456760, 1697030456807]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,129.0,57.180825717719095,0.3058432863132287,62.66666492592598
579,5,bigcode/starcoder,64,1,952.0,1.0,2,A10,120,19.0,1.0,47.59999762000012,"[1697030874023, 1697030874959]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,20.0,21.00838129371713,2.2657621588614942,951.999048000952
120,11,bigcode/starcoder,64,1,979.0,1.0,2,A10,120,17.0,1.0,54.38888586728412,"[1697030881964, 1697030882916]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,18.0,18.386089493269157,2.958153930940076,978.999021000979
352,13,bigcode/starcoder,128,1,2598.0,1.0,2,A10,120,11.0,3.0,185.5714153163275,"[1697031070585, 1697031073015, 1697031073149]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,14.0,5.388758510870473,34.43675950689275,865.9997113334296
828,18,bigcode/starcoder,128,1,4685.0,1.0,2,A10,120,182.0,6.0,24.920212633403125,"[1697031103061, 1697031107243, 1697031107369, 1697031107496, 1697031107620, 1697031107741]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,188.0,40.128059737874125,0.6210171180757471,780.8332031944661
620,33,bigcode/starcoder,64,1,2954.0,1.0,2,A10,120,100.0,8.0,27.351851598593967,"[1697030956729, 1697030958520, 1697030958610, 1697030958692, 1697030958771, 1697030958852, 1697030958930, 1697030959008, 1697030959676]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,108.0,36.560583425665726,0.7481240255938804,369.2499538437558
236,11,bigcode/starcoder,2,1,68.0,1.0,2,A10,120,8.0,1.0,7.5555547160494765,"[1697030158818, 1697030158869]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,9.0,132.35099483831118,0.0570872524848989,67.999932000068
566,3,bigcode/starcoder,128,1,18441.0,1.0,2,A10,120,109.0,36.0,127.1793094677289,"[1697031005102, 1697031007711, 1697031007844, 1697031007977, 1697031008094, 1697031008209, 1697031008323, 1697031011151, 1697031011280, 1697031011404, 1697031011516, 1697031013861, 1697031013983, 1697031014107, 1697031014229, 1697031014338, 1697031016137, 1697031016264, 1697031016390, 1697031016514, 1697031016637, 1697031016752, 1697031018445, 1697031018577, 1697031018707, 1697031018837, 1697031018958, 1697031019075, 1697031021391, 1697031021521, 1697031021641, 1697031021758, 1697031021875, 1697031021991, 1697031023278, 1697031023399, 1697031023514]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,145.0,7.862913732286008,16.174575688264355,512.2499857708337
267,2,bigcode/starcoder,64,1,5207.0,1.0,2,A10,120,83.0,20.0,50.553397567442744,"[1697030849293, 1697030850518, 1697030850604, 1697030850686, 1697030850767, 1697030850851, 1697030850937, 1697030851017, 1697030851096, 1697030851176, 1697030851532, 1697030851616, 1697030851697, 1697030851771, 1697030852946, 1697030853022, 1697030853096, 1697030853171, 1697030853245, 1697030854491]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,103.0,19.78106015343573,2.5556463920370738,260.34998698250064
492,6,bigcode/starcoder,128,1,9987.0,1.0,2,A10,120,47.0,20.0,149.0596992677657,"[1697031030144, 1697031032983, 1697031033105, 1697031033225, 1697031033344, 1697031033460, 1697031033572, 1697031035428, 1697031035549, 1697031035668, 1697031035786, 1697031035900, 1697031036013, 1697031037724, 1697031037846, 1697031037970, 1697031038084, 1697031038196, 1697031038304, 1697031040124]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,67.0,6.7087206659937255,22.218793190265156,499.3499750325012
473,3,bigcode/starcoder,64,1,13041.0,1.0,2,A10,120,244.0,50.0,44.35714270626822,"[1697030854429, 1697030855535, 1697030855623, 1697030855706, 1697030855785, 1697030855867, 1697030855948, 1697030856027, 1697030856104, 1697030857102, 1697030857188, 1697030857269, 1697030857348, 1697030857427, 1697030857506, 1697030858339, 1697030858422, 1697030858503, 1697030858585, 1697030858665, 1697030858743, 1697030859169, 1697030859240, 1697030859310, 1697030860633, 1697030860721, 1697030860801, 1697030860879, 1697030860950, 1697030861770, 1697030861848, 1697030861925, 1697030862001, 1697030862076, 1697030863247, 1697030863324, 1697030863400, 1697030863473, 1697030863548, 1697030864750, 1697030864832, 1697030864913, 1697030864991, 1697030865063, 1697030866964, 1697030867048, 1697030867137, 1697030867220, 1697030867300, 1697030867379, 1697030867456]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,294.0,22.544281685125245,1.9675561793560696,260.8199947836001
919,10,bigcode/starcoder,128,1,2279.0,1.0,2,A10,120,14.0,1.0,151.93332320444512,"[1697031045100, 1697031047358]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,15.0,6.581831249744954,23.083742860558704,2278.9977210022794
773,2,bigcode/starcoder,16,1,1795.0,1.0,2,A10,120,90.0,20.0,16.31818166983471,"[1697030569342, 1697030569838, 1697030569890, 1697030569943, 1697030569995, 1697030570047, 1697030570100, 1697030570152, 1697030570204, 1697030570361, 1697030570413, 1697030570465, 1697030570516, 1697030570568, 1697030570620, 1697030570913, 1697030570967, 1697030571020, 1697030571073, 1697030571126]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,110.0,61.28130290735215,0.2662831994323306,89.74999551250022
28,76,bigcode/starcoder,8,1,1295.0,1.0,2,A10,120,86.0,20.0,12.216981016820936,"[1697030531514, 1697030531762, 1697030531811, 1697030531860, 1697030531909, 1697030531957, 1697030532005, 1697030532144, 1697030532193, 1697030532242, 1697030532295, 1697030532343, 1697030532390, 1697030532439, 1697030532487, 1697030532598, 1697030532647, 1697030532695, 1697030532744, 1697030532793]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,106.0,81.85321864616321,0.1492547400045197,64.74999676250016
191,12,bigcode/starcoder,64,1,3940.0,1.0,2,A10,120,85.0,20.0,37.52380916643991,"[1697030886214, 1697030887342, 1697030887427, 1697030887510, 1697030887592, 1697030887673, 1697030887753, 1697030887831, 1697030888624, 1697030888711, 1697030888794, 1697030888874, 1697030888955, 1697030889035, 1697030889116, 1697030889813, 1697030889892, 1697030889971, 1697030890051, 1697030890133]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,105.0,26.649739429000142,1.4080365723039705,196.99999015000049
253,33,bigcode/starcoder,32,1,2856.0,1.0,2,A10,120,67.0,20.0,32.82758582956798,"[1697030792558, 1697030793659, 1697030793722, 1697030793785, 1697030793847, 1697030793910, 1697030793972, 1697030794390, 1697030794462, 1697030794527, 1697030794594, 1697030794662, 1697030794726, 1697030794790, 1697030794853, 1697030795147, 1697030795211, 1697030795275, 1697030795337, 1697030795399]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,87.0,30.462174207922196,1.077650745736326,142.79999286000034
581,67,bigcode/starcoder,4,1,1129.0,1.0,2,A10,120,47.0,20.0,16.850746017153046,"[1697030389106, 1697030389284, 1697030389338, 1697030389385, 1697030389431, 1697030389477, 1697030389524, 1697030389570, 1697030389617, 1697030389663, 1697030389710, 1697030389756, 1697030389800, 1697030389892, 1697030389943, 1697030389986, 1697030390029, 1697030390138, 1697030390183, 1697030390230]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,67.0,59.34450013773239,0.2839478922915575,56.44999717750014
200,14,bigcode/starcoder,32,1,1700.0,1.0,2,A10,120,6.0,9.0,113.33332577777828,"[1697030724820, 1697030725610, 1697030725669, 1697030725727, 1697030725787, 1697030725844, 1697030725901, 1697030726449, 1697030726511]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,15.0,8.82352422145634,12.844449687998104,188.88886790123692
52,6,bigcode/starcoder,128,1,3294.0,1.0,2,A10,120,58.0,6.0,51.4687491958008,"[1697031018595, 1697031021392, 1697031021521, 1697031021641, 1697031021759, 1697031021875]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,64.0,19.429259432525978,2.6490328530281277,548.9999085000152
536,1,bigcode/starcoder,128,1,7949.0,1.0,2,A10,120,83.0,20.0,77.17475653228392,"[1697030993531, 1697030995821, 1697030995954, 1697030996086, 1697030996214, 1697030996340, 1697030996464, 1697030996589, 1697030996711, 1697030996833, 1697030997818, 1697030997924, 1697030998026, 1697030998131, 1697031000886, 1697031001003, 1697031001119, 1697031001230, 1697031001346, 1697031001461]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,103.0,12.957603100062512,5.955943393262927,397.44998012750096
592,132,bigcode/starcoder,1,1,1939.0,1.0,2,A10,120,15.0,50.0,29.83076877183433,"[1697030121924, 1697030122018, 1697030122056, 1697030122093, 1697030122130, 1697030122168, 1697030122205, 1697030122242, 1697030122279, 1697030122325, 1697030122362, 1697030122399, 1697030122436, 1697030122474, 1697030122511, 1697030122548, 1697030122586, 1697030122623, 1697030122660, 1697030122698, 1697030122735, 1697030122782, 1697030122819, 1697030122857, 1697030122894, 1697030122932, 1697030122970, 1697030123007, 1697030123044, 1697030123082, 1697030123119, 1697030123157, 1697030123194, 1697030123232, 1697030123269, 1697030123306, 1697030123353, 1697030123391, 1697030123428, 1697030123466, 1697030123503, 1697030123540, 1697030123578, 1697030123615, 1697030123652, 1697030123690, 1697030123727, 1697030123765, 1697030123812, 1697030123850]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,65.0,33.52241695594793,0.8898752115982557,38.779999224400015
264,19,bigcode/starcoder,16,1,2279.0,1.0,2,A10,120,86.0,20.0,21.499999797169817,"[1697030596718, 1697030597247, 1697030597304, 1697030597355, 1697030597407, 1697030597457, 1697030598051, 1697030598105, 1697030598159, 1697030598214, 1697030598273, 1697030598328, 1697030598383, 1697030598438, 1697030598492, 1697030598770, 1697030598824, 1697030598879, 1697030598933, 1697030598988]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,106.0,46.51160749819768,0.4622501885309543,113.94999430250029
280,43,bigcode/starcoder,16,1,2218.0,1.0,2,A10,120,91.0,20.0,19.981981801964128,"[1697030671672, 1697030672453, 1697030672508, 1697030672563, 1697030672617, 1697030672669, 1697030673085, 1697030673141, 1697030673196, 1697030673254, 1697030673310, 1697030673366, 1697030673421, 1697030673476, 1697030673530, 1697030673662, 1697030673718, 1697030673773, 1697030673828, 1697030673884]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,111.0,50.045063099610864,0.3992797723705883,110.89999445500028
